Index,Time,Process Speed Ratio,Environment,Outer Temp,Page Count,Inner Temp,Humidity,LSU Temp,TRC Enable,TRC Elapsed Time,TRC Delta CV Y,TRC Delta CV M,TRC Delta CV C,TRC Delta CV K,TRC Delta DC Y,TRC Delta DC M,TRC Delta DC C,TRC Delta DC K,TRC Delta VPP Y,TRC Delta VPP M,TRC Delta VPP C,TRC Delta VPP K,TRC Delta LD Y,TRC Delta LD M,TRC Delta LD C,TRC Delta LD K,TRC CMS ERR 1 Y,TRC CMS ERR 2 Y,TRC CMS ERR 3 Y,TRC CMS ERR 4 Y,TRC CMS ERR 5 Y,TRC CMS ERR 6 Y,TRC CMS ERR 7 Y,TRC CMS ERR 8 Y,TRC CMS ERR 1 M,TRC CMS ERR 2 M,TRC CMS ERR 3 M,TRC CMS ERR 4 M,TRC CMS ERR 5 M,TRC CMS ERR 6 M,TRC CMS ERR 7 M,TRC CMS ERR 8 M,TRC CMS ERR 1 C,TRC CMS ERR 2 C,TRC CMS ERR 3 C,TRC CMS ERR 4 C,TRC CMS ERR 5 C,TRC CMS ERR 6 C,TRC CMS ERR 7 C,TRC CMS ERR 8 C,TRC CMS ERR 1 K,TRC CMS ERR 2 K,TRC CMS ERR 3 K,TRC CMS ERR 4 K,TRC CMS ERR 5 K,TRC CMS ERR 6 K,TRC CMS ERR 7 K,TRC CMS ERR 8 K,TCC TC Y,TCC TC M,TCC TC C,TCC TC K,TCC CT Y,TCC CT M,TCC CT C,TCC CT K,TCC OT Y,TCC OT M,TCC OT C,TCC OT K,TCC CV Y,TCC CV M,TCC CV C,TCC CV K,TCC SM Y,TCC SM M,TCC SM C,TCC SM K,TCC DOT Y,TCC DOT M,TCC DOT C,TCC DOT K,TCC TA Y,TCC TA M,TCC TA C,TCC TA K,TCC EA Y,TCC EA M,TCC EA C,TCC EA K,TCC Page Y,TCC Page M,TCC Page C,TCC Page K,TCC BM Y,TCC BM M,TCC BM C,TCC BM K,LSU Temp MIN,LSU Temp MAX,LSU Temp AVG,LSU Temp DIF,ClassBinary
203,1393495.142,100,0,0,396,0,0,23,2,0,-1,1,0,0,92,-47,32,23,12,0,0,0,-35,-2,-18,-25,0,-2,-10,-9,-23,-61,-48,-27,0,7,18,21,18,16,31,53,0,2,2,-1,-8,6,7,-14,3,0,-6,-9,-11,-13,-15,0,129.8578199,135.3696682,125.1753555,130.450237,140,140,140,129.3507109,0,0,0,-0.398104265,139.8530806,139,140,140,4,3,2,11.82464455,7817952,7817952,7817952,167476305,684134595,1089680573,948501279,3784943302,3242215,5164260,4494991,17937805.24,1,1,1,388,-3,-4,-5,4.82464455,313,336,324.9052133,0,1
204,1393946.742,100,0,0,398,0,0,23,53,0,1,0,0,0,-59,34,-8,-22,-12,0,0,0,8,15,3,14,0,12,22,13,29,70,62,24,0,-4,-13,-16,-13,0,-11,-46,0,0,7,11,26,13,-3,24,-5,4,9,9,11,9,19,3,130.5963303,128.3761468,125.4678899,129.1284404,139.1192661,139.1192661,139.1192661,129.0642202,-0.880733945,-0.880733945,-0.880733945,-0.935779817,139,139.9082569,140,140,4,2.357798165,1.541284404,12,368973,964557,1794672,70056969,353586054,563001794,490034457,1960653161,3243744.321,5165027.514,4495570.202,17987325.74,199,199,199,396,-3,-4.642201835,-5.458715596,5,315,338,327.4036697,0,1
205,1396070.742,100,0,0,600,0,3,22,2,0,0,0,0,0,1,24,25,-21,0,1,0,0,6,-9,17,3,0,-5,-9,-6,5,-2,-17,6,0,-7,-4,-1,-1,-9,-13,0,0,-8,-13,-16,-24,-25,-14,-13,-2,-5,-6,-6,-10,-1,-5,-1,129.0168161,126.0011211,123.0089686,131.5235426,139.9921525,139.9921525,139.9921525,129.9921525,-0.007847534,-0.007847534,-0.007847534,-0.007847534,139,140,140,140,4,2,1,13.12331839,187023049,187065161,187123856,602886668,2894499710,4607702637,4010447111,16080219919,3244703,5165504,4495924,18026862.91,200,200,200,522,-3,-5,-6,6.123318386,318,340,329.853139,1,1
206,1397043.942,100,0,0,300,0,0,25,53,0,0,0,0,0,29,-25,-3,20,0,0,0,0,-12,4,-30,-8,0,1,-1,12,-13,-36,-32,-22,0,7,12,10,6,5,19,35,0,9,11,12,8,18,30,4,6,8,10,11,12,4,-3,-3,128.8565217,123.6869565,122.0782609,132.1347826,139.1608696,139.1608696,139.1608696,129.2826087,-0.304347826,-0.304347826,-0.304347826,-0.4,139,140,140,140,3.160869565,1.160869565,1,14,28041027,28667400,29513850,165610994,746507374,1188153956,1034147988,4157732133,3245496.726,5165755.504,4496175.504,18076784.64,99,99,99,279,-3.839130435,-5.839130435,-6,7,317,342,330.1652174,3,0
207,1398574.742,100,0,0,411,0,2,23,53,0,0,0,0,0,-17,48,16,4,0,0,0,0,10,8,21,-4,0,0,0,-14,11,33,46,13,0,-7,-7,-19,-5,-2,-17,-29,0,-6,-11,-12,-4,-13,-25,-11,-1,-8,-11,-14,-12,-1,3,3,129,123,121,131.6707022,139,139,139,129.8644068,0,0,0,-0.13559322,139,140,140,140,3,1,1,14,87265248,87265248,87265248,221352177,1340531920,2133537763,1856995441,7477435432,3245636,5165815,4496235,18104910.51,1,1,1,380,-4,-6,-6,7,320,343,331.6924939,2,1
208,1399719.142,100,0,0,532,0,3,21,2,0,-1,0,0,0,60,-6,16,-14,5,0,0,0,-24,-6,-21,14,0,-2,0,7,-10,-40,-37,-11,0,3,0,14,-3,-9,10,17,0,1,3,5,-3,9,18,1,1,-1,1,2,5,-1,-8,0,129.5266272,122.6508876,123.4497041,131.4792899,139.443787,139.443787,139.443787,129.1360947,-0.153846154,-0.153846154,-0.153846154,-0.479289941,139,140,140,140,2.863905325,1,1,14,36743106,63598322,58675867,102723181,548619156,873076620,759913307,3068563994,3246048.213,5165980.621,4496387.74,18156875.8,130,130,130,522,-4.136094675,-6,-6,7,321,342,330.6863905,2,1
209,1400907.932,100,0,0,276,0,3,23,2,0,0,-1,-1,0,22,72,91,-7,10,11,0,0,21,7,20,-11,0,-7,-7,-20,-8,15,64,57,0,-4,-11,-14,-5,6,31,28,0,-9,-14,-17,-1,-12,-12,-3,-1,4,2,1,-4,-14,0,-1,144.5866142,147.6653543,140.3385827,129.1299213,138.9251969,138.9251969,138.9251969,128.9566929,-0.342519685,-0.342519685,-0.342519685,-0.311023622,139,139.0393701,139.0472441,140,2.582677165,1.031496063,1,13.96850394,113213335,185139043,164517949,116735552,827107357,1314936067,1142706005,4619672442,3256153.677,5176751.425,4498676.472,18187403.92,263,263,263,263,-4.417322835,-5.968503937,-6,6.968503937,320,343,332.6062992,2,1
210,1412756.742,100,1,5,81,9,12,112,13,8,1,1,0,0,-107,-200,-42,4,-15,-12,0,0,-15,-50,-50,10,0,9,6,18,24,11,-57,-60,0,17,24,26,25,0,-39,-51,0,11,14,11,-6,-13,-17,-1,2,0,3,6,2,17,2,-3,146.0480349,148.0436681,162.279476,127.8908297,139.1528384,139.1528384,139.1528384,129.3056769,-0.305676856,-0.305676856,-0.305676856,-0.31441048,139.7991266,139.9563319,139,140,3.327510917,2,1,13,676275982,1276092355,1483017801,821489895,750885936,1193523292,1039836420,4172692477,3278561.913,5211416.633,4539956.406,18220767.49,58,58,58,78,-3.672489083,-5,-6,6,231,343,321.4235808,89,1
211,1416574.342,100,0,0,773,4,2,50,2,0,1,0,1,0,-88,-17,-201,-32,0,0,-20,0,8,6,-18,40,0,17,19,6,-5,-22,-10,-31,0,2,4,4,-2,-16,-21,-34,0,19,29,36,39,26,14,-35,-6,-5,2,2,8,5,14,5,143.6613757,147.8430335,147.308642,131.6737213,138.5167549,138.5114638,138.5114638,128.622575,-0.714285714,-0.71957672,-0.71957672,-0.608465608,140.9082892,140,139.9753086,140,4,2.69664903,1.343915344,12.80599647,800434417,1337061467,1579257746,1043986305,1877635341,2982521678,2606778537,10378732277,3311267.847,5259893.055,4597228.328,18304235.07,350,350,350,757,-3,-4.30335097,-5.656084656,5.805996473,234,284,255.7195767,62,1
212,1418437.942,100,0,0,769,0,4,23,2,0,0,1,1,1,-55,-33,0,-82,0,0,0,4,-25,-29,0,-24,0,6,8,16,-7,8,-22,-15,0,4,-1,-7,-23,-24,-48,-72,0,-7,-22,-40,-74,-88,-112,-136,18,7,-1,2,-4,-5,-5,-5,140.5368421,141.3684211,145.3368421,124.7578947,138.7578947,138.7578947,138.7578947,128.4631579,-0.884210526,-0.884210526,-0.884210526,-0.821052632,141,140.8526316,140.9263158,140.9157895,4.810526316,3,2,12.2,42178642,56742859,48308402,56191309,316479878,502225375,438973124,1746841126,3331153.053,5286396.389,4620588.053,18387532.26,567,567,567,766,-2.189473684,-4,-5,5.2,269,292,278.9578947,27,1
213,1420176.742,100,0,2,552,1,3,23,2,0,0,0,0,-1,0,0,0,23,0,0,0,-4,4,0,0,-15,0,-2,4,-5,-4,-18,10,41,0,2,6,-3,-12,-4,13,17,0,3,2,-4,10,11,16,10,-3,2,0,3,6,2,2,5,142.0286738,141.2508961,145.1039427,130.9103943,139.9498208,139.9498208,139.9498208,129.5806452,-0.025089606,-0.025089606,-0.025089606,-0.315412186,141,141,141,140.0394265,5,3,2,10.31899642,127689344,167257972,140799539,157424545,931956096,1478230647,1292240526,5141031796,3340152.516,5298160.556,4631564.986,18426389.7,293,293,293,539,-2,-4,-5,3.318996416,283,306,288.5089606,0,1
214,1421860.742,100,0,0,439,0,2,26,2,0,0,0,0,0,11,0,0,25,0,0,0,0,28,6,0,-8,0,-5,-9,-16,-11,-17,10,-3,0,2,3,4,14,15,29,22,0,4,4,11,17,14,29,26,-1,-2,1,-7,-1,-5,-3,1,141.16,139.8577778,143.4044444,128.1955556,139.48,139.48,139.48,128.9377778,-0.253333333,-0.253333333,-0.253333333,-0.448888889,141,141,141,140,4.893333333,3,2.453333333,11,61581821,109728469,88687853,125524193,752321613,1192912842,1042863736,4156026303,3343512.52,5301625.787,4634734.733,18470949.37,159,159,159,433,-2.106666667,-4,-4.546666667,4,286,312,299.2311111,3,0
215,1423089.942,100,0,0,270,1,3,26,2,0,0,0,0,0,19,0,0,5,0,0,0,0,-11,13,0,-4,0,-5,-11,8,6,10,-20,-16,0,-4,-4,8,7,5,-9,28,0,-4,1,12,-2,10,11,29,3,1,0,-3,-5,-2,-11,-5,140.147541,139.3606557,141.0122951,128.7745902,138.8729508,138.8729508,138.8729508,128.9016393,-0.360655738,-0.360655738,-0.360655738,-0.331967213,141,141,141,140,4.086065574,3,3,11,92171065,172294599,141774570,111438116,817976415,1295951708,1133442270,4512684560,3352194.926,5311064.365,4645064.947,18494364.51,258,258,258,258,-2.913934426,-4,-4,4,295,321,308.0778689,0,0
216,1424225.942,100,0,0,313,1,2,25,2,0,-1,-1,0,0,70,0,0,29,0,0,0,0,6,25,11,3,0,-14,-17,-17,-32,-13,-5,34,0,-2,0,1,11,36,62,83,0,1,4,4,25,39,41,53,0,6,4,14,9,7,11,3,141.8303249,146.866426,139.2635379,129.0252708,138.566787,138.566787,138.566787,128.566787,-0.750902527,-0.750902527,-0.750902527,-0.750902527,140.0577617,140.0577617,141,140,4,3,3,11,98622860,143473392,125871292,142689430,931571744,1475019505,1289718094,5132326819,3362884.744,5324773.199,4655830.563,18527998.46,304,304,304,304,-3,-4,-4,4,298,323,311.3610108,1,1
217,1428473.542,100,0,0,246,2,2,42,2,0,0,0,0,0,-20,0,0,8,0,0,0,0,-19,1,25,-8,0,11,18,16,46,33,26,-23,0,-2,-4,-4,6,-13,-27,-35,0,-3,-2,0,-1,-6,9,20,-2,-4,-5,-13,-10,-2,-2,0,134.9452555,137.5985401,135.7664234,131.3540146,139.1313869,139.1313869,139.1313869,129.2335766,-0.197080292,-0.197080292,-0.197080292,-0.572992701,140,140,141,140,4,3.109489051,3,11,991532,2663792,4458116,202233793,923070731,1461467784,1276755620,5082569060,3368614.215,5333601.566,4659561.084,18549245.98,155,155,155,242,-3,-3.890510949,-4,4,285,327,299.9379562,17,1
218,1430341.542,100,0,0,450,0,3,27,2,0,0,0,-1,0,5,18,9,-4,0,0,20,0,47,25,25,27,0,-1,-5,-3,-16,11,46,34,0,-4,-10,-13,-16,6,19,-3,0,-4,-3,-2,12,15,10,23,-3,0,5,7,6,0,-2,1,131.1069182,132.0880503,133.9224319,131.7337526,139.0230608,139.0230608,139.0230608,129.6897275,-0.960167715,-0.960167715,-0.960167715,-0.243186583,140,140,140.0545073,140,4,3.035639413,3,11,1792601,4725521,8363436,331574546,1607578496,2545021558,2223203396,8864314886,3370130.964,5335417.964,4660515.916,18583193.29,54,54,54,417,-3,-3.964360587,-4,4,294,321,308.163522,15,1
219,1431898.342,100,0,0,600,0,1,17,2,0,0,0,0,0,32,17,-9,7,0,0,0,0,-19,-2,8,-13,0,-6,-8,-11,9,-9,-48,-20,0,-1,4,7,8,-13,-22,9,0,4,5,12,6,11,22,34,4,2,-2,-5,0,-4,1,-2,131.3463415,130.7073171,132.3219512,128.7804878,139.0585366,139.0585366,139.0585366,128.3902439,-0.941463415,-0.941463415,-0.941463415,-0.858536585,140,140,140,140,3.8,3,2.4,10.92195122,751825,2057920,3772280,139592939,691095628,1093961380,955610996,3821794691,3371075.312,5336272.805,4661326.498,18642627.72,238,238,238,552,-3.2,-4,-4.6,3.92195122,306,323,309.2731707,10,0
220,1435312.342,100,0,1,894,3,0,28,2,0,0,0,0,0,18,13,14,-7,0,0,0,0,-17,12,12,-1,0,0,2,8,2,-11,1,-3,0,-2,-4,-2,-7,6,0,2,0,-9,-13,-16,-20,-23,-12,-24,-1,-1,1,5,0,10,-2,1,131.3082656,128.5528455,129.101626,132.7784553,139.8719512,139.8719512,139.8719512,129.8617886,-0.12804878,-0.12804878,-0.12804878,-0.10501355,140,140,140,140,3,2.877371274,2,10.60230352,270136397,271410385,272963880,1007114419,4978180231,7878551009,6881997906,27600836378,3372451.466,5337689.161,4662464.64,18699475.31,300,300,300,794,-4,-4.122628726,-5,3.602303523,302,330,317.4878049,11,0
221,1437073.142,100,0,0,480,2,3,25,2,0,0,0,0,0,-37,16,6,2,0,0,0,0,30,-4,7,3,0,6,13,4,10,38,58,23,0,-2,-2,-9,1,8,16,-22,0,2,5,5,10,26,-3,3,-2,-5,-8,-3,-12,-23,1,-2,126,125,130,132.1671554,139,139,139,129.5307918,-1,-1,-1,-0.231671554,140,140,140,140,3,2,2,11,1245673,3404885,6026152,224152704,1150382255,1820360300,1590153246,6398274140,3373269,5338245,4663015,18763006.78,99,99,99,459,-4,-5,-5,4,306,331,319.8944282,3,0
222,1438670.512,100,0,0,447,0,0,24,2,0,0,0,0,0,12,-2,-1,11,0,0,0,0,7,-18,-8,-5,0,-5,-8,-12,-9,-8,-29,-15,0,3,6,10,12,6,-3,3,0,3,2,3,7,-3,3,10,2,5,5,-4,7,14,1,1,128.9517241,127.8,129.6482759,130.4,139.8758621,139.8758621,139.8758621,129.062069,-0.096551724,-0.096551724,-0.096551724,-0.772413793,140,140,140,140,2.882758621,2,2,11,28750691,38595546,36829185,102107609,489176668,774067523,676177003,2729213318,3373354.793,5338324.359,4663094.359,18821886.68,145,145,145,440,-4.117241379,-5,-5,4,312,336,324.8758621,1,0
223,1439581.422,100,0,0,188,0,4,24,2,0,-1,0,0,0,93,-5,47,19,15,0,0,0,-27,25,-1,-13,0,-9,-9,-5,-27,-49,-42,17,0,-2,0,-3,-4,1,22,56,0,-9,-17,-29,-28,-28,-15,-41,-2,2,0,4,3,-5,-3,-1,138.1461538,139.6384615,135.8,130.3153846,139.1615385,139.1615385,139.1615385,129.1846154,-0.330769231,-0.330769231,-0.330769231,-0.307692308,139.2153846,140,140,140,2,2,1.1,11.78461538,49697150,96725646,84438112,60087677,438812640,694439704,606486772,2450922863,3375333.562,5341663.608,4665079.562,18852995.85,179,179,179,179,-5,-5,-5.9,4.784615385,314,338,327.7923077,0,1
224,1440351.728,100,0,0,178,2,0,21,2,0,0,0,0,0,47,17,34,21,5,0,0,0,-6,10,-14,1,0,-6,-6,6,10,19,28,28,0,-4,-9,-3,-22,-26,-27,-3,0,1,8,11,7,17,21,33,2,3,2,2,-2,4,1,0,147.5027322,145.5081967,148.3825137,130.6010929,138.8415301,138.8415301,138.8415301,128.8852459,-0.333333333,-0.333333333,-0.333333333,-0.289617486,139,140,140,140,2.797814208,2,1.732240437,12,73070532,132091648,120803627,84469871,619708527,979813482,855385198,3453907196,3386200.142,5353963.246,4674025.76,18873561.64,171,171,171,171,-4.202185792,-5,-5.267759563,5,317,338,329.7650273,3,1
225,1461226.156,100,0,5,84,8,13,53,13,0,1,0,1,0,-116,-15,-100,6,-20,0,-6,0,-19,-43,-50,2,0,18,17,20,19,18,-14,-36,0,6,10,9,19,16,7,-18,0,17,25,33,30,20,14,0,4,-1,2,-4,0,3,-5,1,143.7923077,143.4307692,143,130.2846154,139.7730769,139.7730769,139.7730769,129.7692308,-0.180769231,-0.180769231,-0.180769231,-0.184615385,139.9692308,140,140.8692308,140,3.319230769,2.438461538,2.45,11.59230769,747690077,1402466903,1572854025,1070401691,885118523,1398908854,1221907853,4914552094,3404001.592,5379850.881,4699224.892,18901384.16,58,58,58,74,-3.680769231,-4.561538462,-4.55,4.592307692,286,339,321.2923077,32,1
226,1496022.956,100,1,0,65,1,4,17,13,6,0,0,0,0,-120,-59,0,-93,0,0,-14,0,33,-50,-14,52,0,21,26,6,12,-1,15,-29,0,19,30,30,36,15,-6,-55,0,4,0,-4,-22,-42,-75,-88,-15,-19,-17,-4,0,4,17,0,123.6455026,119.5502646,115.6190476,111.962963,140,140,140,130,0,0,0,0,140,140,141,140,4,3,3,7.846560847,60943873,79937664,67382319,133331175,645409093,1020002679,891012523,3576300782,3414663.175,5396615,4714198,18922017.63,25,25,25,57,-3,-4,-4,0.846560847,265,282,272.0793651,36,1
227,1504289.406,86.06557377,1,4,42,6,10,15,51,0,0,0,0,0,-9,0,0,1,0,0,0,0,36,27,1,2,0,-4,-8,-14,-37,-30,-9,3,0,-3,-12,-22,-28,-14,-8,-36,0,1,1,-2,4,4,4,-23,4,1,3,6,4,6,-5,3,147.9945355,144.6502732,141.8688525,145.3551913,139.7540984,139.7540984,139.7540984,129.7595628,-0.245901639,-0.245901639,-0.245901639,-0.240437158,142.295082,142.295082,143.295082,142.295082,4,3,2.540983607,5.426229508,392057992,470525339,589593896,832424162,625265434,987916220,862997633,3464210602,3416597.557,5398213.344,4715628.94,18929490.82,28,28,28,38,-3,-4,-4.459016393,-1.573770492,264,279,269.6612022,2,1
228,1506415.806,50,0,4,29,5,9,20,51,0,1,1,0,0,-5,0,0,-10,0,0,0,0,-43,-8,-2,-19,0,1,3,4,-6,-11,-34,-16,0,-1,-1,2,-21,-17,-19,-1,0,1,-1,-7,-7,-6,-4,-5,3,-1,-6,-11,0,-10,-1,-2,174.0406504,182.9430894,187.4878049,183.9918699,140,140,140,130,0,0,0,0,150.495935,150.5447154,151,150,4,3,2,5,83155978,75002715,82197001,34376629,421035892,665378543,581343553,2331535944,3422846.821,5409366.138,4726135.805,18955365.4,26,26,26,26,-3,-4,-5,-2,262,282,274.7723577,5,1
229,1510310.156,94.16814683,1,5,737,6,9,31,2,0,0,0,0,0,0,0,0,-40,0,0,0,0,-50,-19,0,-2,0,3,4,-10,-13,-38,-38,66,0,-1,-8,-19,-13,-32,-45,-74,0,-8,-18,-29,-45,-64,-84,-94,-11,-7,0,4,0,6,7,3,99.87685021,113.3469509,101.4854944,114.9330965,139.5843694,139.5843694,139.5843694,128.6441681,-0.315571344,-0.315571344,-0.315571344,-0.715216104,142.0834813,142.0834813,142.0834813,141.0834813,3.728833629,2.457667259,2,2.065127294,739605468,780046771,738578305,892816348,5809048948,9160351743,8005141583,32040914457,3439134.672,5423340.937,4739391.057,18970182.8,331,331,331,729,-3.271166371,-4.542332741,-5,-4.934872706,272,303,285.8502072,11,1
230,1515219.756,100,0,0,700,2,3,28,2,0,0,0,0,-1,0,0,0,96,0,0,0,0,-25,0,0,21,0,7,11,37,47,52,30,-129,0,-1,8,17,11,12,5,55,0,3,8,15,16,15,39,53,-2,8,7,5,0,4,1,-5,107.5026008,114.1072822,107.6072822,139.0754226,138.9297789,138.9297789,138.9297789,129.0702211,-0.723016905,-0.723016905,-0.723016905,-0.648894668,141,141,141,139.0195059,1.151495449,1,1.200910273,1.912223667,857218712,1016013866,852642608,795522441,5292638296,8344294584,7291883631,29208868485,3441116.906,5425241.293,4741006.497,18991265.03,490,490,490,688,-5.848504551,-6,-5.799089727,-5.087776333,279,307,289.2230169,3,1
231,1517830.556,100,0,2,522,0,3,29,2,0,-1,-1,-1,1,7,4,0,8,0,0,7,0,70,36,25,-17,0,-11,-13,-15,-2,7,46,112,0,3,5,15,33,58,101,127,0,3,12,26,45,90,95,124,-5,-3,1,-3,5,-5,-5,0,106.7250629,123.7242246,120.1911148,135.9798826,139.4291702,139.4291702,139.4291702,129.0201174,-0.498742666,-0.498742666,-0.498742666,-0.486169321,140.0083822,140.0083822,140.0083822,139.9932942,1,0.535624476,1,4.075440067,429110897,785055339,708934435,1252297963,4106345637,6473946151,5657636238,22735761357,3441837.96,5426475.443,4742258.96,19057388.5,235,235,235,485,-6,-6.464375524,-6,-2.924559933,293,322,303.969824,1,1
232,1518953.896,100,0,0,207,2,0,23,2,0,-1,-1,-1,0,159,172,99,-1,20,0,13,0,41,25,25,-17,0,-24,-35,-31,-22,0,-9,-16,0,-21,-28,-32,-33,-35,-49,-23,0,-12,-17,-21,-13,-23,-5,15,10,3,-3,-2,-10,-7,-3,0,109.7533461,137.7131931,134.0860421,132.5640535,139.2734226,139.2734226,139.2734226,129.2848948,-0.508604207,-0.508604207,-0.508604207,-0.497131931,139.0172084,139.124283,139.1567878,140,1,0,0.198852772,5.772466539,105890559,145847977,139762099,298203842,1800536672,2838691638,2481050581,9991987801,3442589,5427593.01,4743728.927,19104905.74,203,203,203,203,-6,-7,-6.801147228,-1.227533461,302,325,312.581262,6,1
233,1520397.356,100,0,0,377,0,0,25,2,0,0,0,0,0,73,74,70,23,0,7,0,0,-7,2,13,21,0,-6,-5,-9,-10,18,56,34,0,0,-3,-3,4,31,33,11,0,-10,-8,-10,-6,1,-16,17,-11,-7,-7,-6,-2,-1,1,-1,116.3435294,144.52,142.1788235,130.7258824,139.0129412,139.0129412,139.0129412,128.86,-0.671764706,-0.671764706,-0.671764706,-0.588235294,139,139,139,140,1,0,1,6.094117647,69059080,94392570,90527662,543722836,2926800102,4615337317,4034149815,16259160918,3443141.848,5429686.709,4745909.984,19128183.23,272,272,272,371,-6,-7,-6,-0.905882353,300,325,312.1294118,2,1
234,1525382.756,100,1,4,1023,6,8,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,55,0,0,0,0,0,-1,7,3,0,0,0,0,0,1,-11,-22,0,0,0,0,8,34,37,37,0,0,0,0,128.9081365,141.9265092,138.3744532,130.3447069,139.6115486,139.6115486,139.6115486,129.4790026,-0.373578303,-0.373578303,-0.373578303,-0.485564304,139,139,139,140,1,0,1,7.971128609,115077140,118421583,122327155,1612611574,7872608249,12415864502,10854149005,43894939160,3443686.615,5431091.471,4747887.231,19201372.02,308,308,308,941,-6,-7,-6,0.971128609,298,332,316.1622922,9,0
235,1526999.116,100,0,0,454,2,2,24,2,0,0,0,0,0,11,0,81,27,0,13,0,0,45,50,-12,-3,0,-15,-26,-22,51,39,63,136,0,2,-2,6,23,16,58,72,0,-4,3,21,1,15,22,14,-2,-23,-25,-26,10,3,-3,0,127.3822976,139.9519774,135.4020716,130.7259887,139.2495292,139.2495292,139.2495292,129.3907721,-0.75047081,-0.75047081,-0.75047081,-0.33992467,139,139,139,140,0.367231638,0,1,8,3221750,8746500,15822625,718648318,3657786691,5768875868,5043670346,20463450010,3444077.817,5431971.122,4749058.101,19268534.4,101,101,101,424,-6.632768362,-7,-6,1,310,334,323.5169492,10,1
236,1529525.556,100,0,0,477,0,6,24,2,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,37,-18,-14,0,1,0,4,34,33,-7,-21,0,-5,-5,0,-4,-21,-32,5,0,7,10,10,3,-10,13,29,2,-5,4,-3,-1,8,2,0,137.1372549,145.14237,141.3913043,131.2600171,139.6359761,139.6359761,139.6359761,129.7561807,-0.31884058,-0.31884058,-0.31884058,-0.185848252,139,139,139,140,0.26001705,0.462063086,1.289002558,9.146632566,533801036,734574970,682261448,1059824305,4046694450,6383484978,5578341037,22671703739,3449695.867,5441879.675,4755433.297,19327677.73,262,262,262,419,-6.73998295,-6.537936914,-5.710997442,2.146632566,312,336,326.0554135,0,1
237,1551922.356,100,0,2,79,5,10,53,13,0,1,1,1,0,-200,-200,-200,4,-20,-20,-20,0,-50,-50,-33,-5,0,13,5,-11,-56,-60,-112,-150,0,6,-7,-24,-48,-63,-117,-173,0,15,17,11,7,-24,-43,-98,2,1,-6,2,-9,-10,-5,-2,149.9585062,148.4273859,145.2904564,132.3858921,139.153527,139.153527,139.153527,129.4647303,-0.402489627,-0.402489627,-0.402489627,-0.203319502,139.9585062,139.8008299,139.6846473,140,2,2.427385892,2.958506224,10,696816664,1137578478,1466458856,876538800,841410556,1326036418,1158460704,4670669462,3490999.137,5501700.502,4806271.494,19379814.12,53,53,53,71,-5,-4.572614108,-4.041493776,3,283,336,323.7925311,29,1
238,1573565.556,100,1,0,3,1,3,0,13,5,0,0,1,0,25,-45,-50,-35,0,0,0,0,25,-54,22,54,0,-7,-15,-30,-53,-78,-25,-51,0,18,33,42,52,72,91,51,0,5,9,13,13,30,15,5,-15,-12,-8,-2,12,14,8,6,150,147,146,134,138,138,138,130,-1,-1,-1,0,140,140,140,140,2,3,3,10,10434515,31180786,37007117,8240046787,33081992405,52136342209,45602126157,1.83E+11,3503223,5520962,4829061,19404570,24,24,24,2,-5,-4,-4,3,287,287,287,53,1
239,1589088.156,100,1,5,870,5,10,37,2,0,1,0,0,0,-36,-5,0,-34,0,0,0,0,12,-2,18,12,0,10,17,14,29,38,25,25,0,5,7,12,14,3,3,-1,0,-1,-6,-8,-13,-20,-27,-22,-1,-1,-1,-1,0,-7,5,-2,149.3067154,145.4557866,146.5116685,133.445785,139.3959359,139.3959359,139.3959359,130.458803,-0.927607557,-0.927607557,-0.927607557,-0.21749484,140.7958406,140.6004128,140.9438006,140.6004128,2.408795047,3.306715352,3,10.06191459,1196902433,2035198390,2079275040,5474633759,22119386530,34854193918,30490439676,1.22E+11,3511437.612,5533087.879,4840352.975,19431021.97,473,473,473,858,-4.591204953,-3.693284648,-4,3.06191459,265,302,281.363391,37,1
240,1590068.556,100,1,0,478,1,6,21,2,0,0,1,0,1,-39,0,0,-53,0,0,0,0,-28,-31,-40,-34,0,3,5,24,16,-2,-15,18,0,-3,-4,-11,-27,-46,-65,-43,0,1,2,-5,-18,-27,-19,-48,14,6,3,-1,-4,4,-1,-3,148.6609071,144.0226782,147.3984881,130.2019438,142.6576674,142.6576674,142.6576674,131.362851,-0.382289417,-0.382289417,-0.382289417,-0.750539957,142.9341253,142.7710583,144.1922246,143.1533477,4,3.471922246,3,9.43412527,349175859,435389613,380462190,562530060,3286175819,5163660655,4519509817,18098728901,3548608.596,5576114.446,4880509.902,19544809.74,199,199,199,398,-3,-3.528077754,-4,2.43412527,288,309,294.9708423,16,1
